edge,length
e1,30.712388980526487
e2,28.696270610470688
e3,27.212388979801116
e4,28.696283982436114
e5,30.712388980374705
e6,3.0
e7,3.0
e8,3.0
e9,3.0
e10,3.0
e11,3.0
e12,15.566011141502544
e13,16.66562124151387
e14,16.665544393263737
e15,15.565965384973527
e16,3.0
e17,3.0
e18,3.0
e19,3.0
e20,21.21238897487914
e21,10.712388981327553
e22,21.21238897989512
e23,3.0
e24,3.0
e25,17.0
e26,17.0
