edge,length
e1,30.712388980042885
e2,28.486975129745392
e3,27.212388979991733
e4,28.486964769619277
e5,30.712388980001545
e6,3.0
e7,3.0
e8,3.0
e9,3.0
e10,3.0
e11,3.0
e12,13.712388980043789
e13,18.212388979796803
e14,18.212388979899323
e15,13.712388980007882
e16,3.0
e17,3.0
e18,3.0
e19,3.0
e20,17.40729590975225
e21,15.901411251487126
e22,17.40731455602032
e23,3.0
e24,3.0
e25,17.0
e26,17.0
